"","open","high","low","close","volume","adjusted_close"
"2015-04-08",1.3792,1.3821,1.3744,1.37918,0,1.37918
"2015-04-09",1.3793,1.3839,1.3771,1.3794,0,1.3794
"2015-04-12",1.3799,1.3879,1.375,1.3799,0,1.3799
"2015-04-13",1.38735,1.3922,1.3822,1.3872,0,1.3872
"2015-04-14",1.38732,1.3951,1.3854,1.38709,0,1.38709
"2015-04-15",1.38861,1.3954,1.38305,1.3888,0,1.3888
"2015-04-16",1.3874,1.3943,1.385,1.3869,0,1.3869
"2015-04-19",1.3843,1.3913,1.384,1.38428,0,1.38428
"2015-04-20",1.3869,1.3944,1.3864,1.38696,0,1.38696
"2015-04-21",1.39,1.4034,1.38751,1.39004,0,1.39004
"2015-04-22",1.4017,1.4046,1.3914,1.40191,0,1.40191
"2015-04-23",1.39159,1.3986,1.386,1.39162,0,1.39162
"2015-04-26",1.39628,1.3991,1.394,1.39619,0,1.39619
"2015-04-27",1.3994,1.4016,1.3943,1.3994,0,1.3994
"2015-04-28",1.3973,1.4008,1.3848,1.3978,0,1.3978
"2015-04-29",1.388,1.391,1.3705,1.3879,0,1.3879
"2015-04-30",1.3691,1.3696,1.3475,1.3692,0,1.3692
"2015-05-03",1.3541,1.3599,1.3518,1.3538,0,1.3538
"2015-05-04",1.3562,1.3668,1.3562,1.3562,0,1.3562
"2015-05-05",1.3564,1.3571,1.3428,1.3564,0,1.3564
"2015-05-06",1.3437,1.3508,1.3362,1.3437,0,1.3437
"2015-05-07",1.369,1.3834,1.3673,1.3695,0,1.3695
"2015-05-10",1.3789,1.3997,1.3782,1.37853,0,1.37853
"2015-05-11",1.3976,1.3979,1.3838,1.39754,0,1.39754
"2015-05-12",1.3969,1.4033,1.3834,1.3963,0,1.3963
"2015-05-13",1.3866,1.3876,1.38,1.3866,0,1.3866
"2015-05-14",1.3831,1.3874,1.3795,1.383,0,1.383
"2015-05-17",1.3752,1.382,1.3726,1.3753,0,1.3753
"2015-05-18",1.3829,1.3981,1.3826,1.3829,0,1.3829
"2015-05-19",1.3919,1.4028,1.3914,1.3918,0,1.3918
"2015-05-20",1.3997,1.41,1.3954,1.4,0,1.4
"2015-05-21",1.4095,1.4096,1.396,1.40941,0,1.40941
"2015-05-24",1.4077,1.4134,1.4074,1.4076,0,1.4076
"2015-05-25",1.41,1.4153,1.4084,1.4102,0,1.4102
"2015-05-26",1.4138,1.4168,1.40582,1.4141,0,1.4141
"2015-05-27",1.4082,1.4088,1.3982,1.4083,0,1.4083
"2015-05-28",1.3974,1.4002,1.3887,1.3975,0,1.3975
"2015-05-31",1.395,1.3992,1.3897,1.3949,0,1.3949
"2015-06-01",1.3911,1.3926,1.3705,1.3914,0,1.3914
"2015-06-02",1.3754,1.3786,1.3592,1.3757,0,1.3757
"2015-06-03",1.361,1.3658,1.3543,1.3611,0,1.3611
"2015-06-04",1.3702,1.3752,1.3585,1.3705,0,1.3705
"2015-06-07",1.3744,1.3761,1.3591,1.3743,0,1.3743
"2015-06-08",1.36,1.3636,1.3534,1.3599,0,1.3599
"2015-06-09",1.3623,1.3758,1.3581,1.3624,0,1.3624
"2015-06-10",1.3704,1.381,1.367,1.36992,0,1.36992
"2015-06-11",1.37945,1.3891,1.3778,1.37946,0,1.37946
"2015-06-14",1.3868,1.3877,1.3794,1.3868,0,1.3868
"2015-06-15",1.3832,1.3933,1.3789,1.383,0,1.383
"2015-06-16",1.391,1.399,1.3865,1.3909,0,1.3909
"2015-06-17",1.3945,1.3973,1.3917,1.3938,0,1.3938
"2015-06-18",1.3962,1.4031,1.3958,1.3961,0,1.3961
"2015-06-21",1.3971,1.4012,1.387,1.3968,0,1.3968
"2015-06-22",1.3948,1.4119,1.3938,1.3948,0,1.3948
"2015-06-23",1.4082,1.411,1.4022,1.4084,0,1.4084
"2015-06-24",1.4014,1.408,1.3988,1.4016,0,1.4016
"2015-06-25",1.4052,1.4127,1.403,1.4053,0,1.4053
"2015-06-28",1.4292,1.4298,1.409,1.4296,0,1.4296
"2015-06-29",1.4022,1.4122,1.4022,1.4021,0,1.4021
"2015-06-30",1.4085,1.4155,1.4029,1.4085,0,1.4085
"2015-07-01",1.4136,1.4137,1.4045,1.4137,0,1.4137
"2015-07-02",1.408,1.4089,1.402,1.40775,0,1.40775
"2015-07-05",1.414,1.4143,1.4043,1.4144,0,1.4144
"2015-07-06",1.4119,1.4151,1.4072,1.41167,0,1.41167
"2015-07-07",1.4046,1.4058,1.3843,1.4044,0,1.4044
"2015-07-08",1.3878,1.3958,1.3853,1.3884,0,1.3884
"2015-07-09",1.38962,1.3913,1.3839,1.3896,0,1.3896
"2015-07-12",1.3937,1.4105,1.3887,1.3939,0,1.3939
"2015-07-13",1.409,1.4154,1.4011,1.4087,0,1.4087
"2015-07-14",1.4205,1.4255,1.415,1.4202,0,1.4202
"2015-07-15",1.4286,1.4359,1.4282,1.4284,0,1.4284
"2015-07-16",1.4342,1.4412,1.4306,1.4342,0,1.4342
"2015-07-19",1.4406,1.4412,1.4328,1.4403,0,1.4403
"2015-07-20",1.4369,1.4392,1.4217,1.4369,0,1.4369
"2015-07-21",1.4221,1.4356,1.421,1.4222,0,1.4222
"2015-07-22",1.42897,1.4304,1.4136,1.4291,0,1.4291
"2015-07-23",1.4122,1.4168,1.4096,1.4124,0,1.4124
"2015-07-26",1.4145,1.4145,1.397,1.41449,0,1.41449
"2015-07-27",1.40331,1.4138,1.4022,1.4032,0,1.4032
"2015-07-28",1.41042,1.4211,1.40848,1.4105,0,1.4105
"2015-07-29",1.4203,1.431,1.4202,1.4201,0,1.4201
"2015-07-30",1.4261,1.4277,1.4088,1.4261,0,1.4261
"2015-08-02",1.42414,1.4259,1.4203,1.42427,0,1.42427
"2015-08-03",1.4234,1.4256,1.41921,1.4231,0,1.4231
"2015-08-04",1.4299,1.4383,1.4295,1.4296,0,1.4296
"2015-08-05",1.431,1.4346,1.4192,1.4309,0,1.4309
"2015-08-06",1.4201,1.4247,1.4106,1.42,0,1.42
"2015-08-09",1.413,1.4167,1.409,1.4129,0,1.4129
"2015-08-10",1.4147,1.4204,1.4047,1.4146,0,1.4146
"2015-08-11",1.4111,1.4116,1.3947,1.4112,0,1.4112
"2015-08-12",1.3993,1.4079,1.3975,1.3992,0,1.3992
"2015-08-13",1.3993,1.4063,1.3969,1.3992,0,1.3992
"2015-08-16",1.4103,1.41504,1.4056,1.4107,0,1.4107
"2015-08-17",1.4068,1.42314,1.4051,1.40656,0,1.40656
"2015-08-18",1.42,1.4208,1.41353,1.4199,0,1.4199
"2015-08-19",1.4104,1.4104,1.398,1.4102,0,1.4102
"2015-08-20",1.3963,1.3981,1.3798,1.3963,0,1.3963
"2015-08-23",1.3776,1.3778,1.3481,1.3779,0,1.3779
